iter	Passed	Remaining
250	404	1207
251	406	1205
252	407	1204
253	409	1201
254	410	1199
255	411	1196
256	412	1193
257	414	1191
258	415	1189
259	417	1187
260	418	1185
261	419	1183
262	421	1180
263	422	1179
264	424	1176
265	425	1174
266	427	1172
267	428	1170
268	429	1168
269	431	1166
270	432	1164
271	434	1162
272	435	1160
273	437	1158
274	438	1156
275	440	1154
276	441	1152
277	442	1150
278	444	1148
279	445	1146
280	447	1144
281	448	1142
282	450	1140
283	451	1138
284	452	1136
285	454	1134
286	455	1132
287	457	1130
288	458	1128
289	460	1126
290	461	1124
291	463	1122
292	464	1120
293	465	1118
294	467	1116
295	468	1115
296	470	1113
297	471	1111
298	473	1109
299	474	1107
300	476	1106
301	477	1104
302	479	1102
303	480	1100
304	482	1098
305	483	1096
306	485	1095
307	486	1093
308	487	1091
309	489	1089
310	491	1088
311	492	1086
312	493	1084
313	495	1082
314	496	1080
315	498	1079
316	500	1077
317	501	1075
318	502	1073
319	504	1071
320	505	1069
321	507	1067
322	508	1065
323	509	1063
324	511	1061
325	512	1059
326	513	1057
327	515	1055
328	516	1054
329	518	1052
330	519	1050
331	521	1048
332	522	1046
333	523	1044
334	525	1043
335	527	1041
336	528	1040
337	530	1038
338	531	1036
339	533	1034
340	534	1033
341	536	1031
342	537	1029
343	538	1027
344	540	1025
345	542	1025
346	543	1023
347	545	1021
348	546	1019
349	547	1017
350	549	1016
351	551	1014
352	552	1012
353	553	1010
354	555	1009
355	556	1007
356	558	1005
357	559	1003
358	561	1002
359	562	1000
360	564	998
361	566	997
362	567	995
363	568	994
364	570	992
365	571	990
366	573	989
367	574	987
368	576	985
369	577	983
370	579	981
371	580	980
372	582	978
373	583	976
374	585	975
375	586	973
376	588	971
377	589	970
378	590	968
379	592	966
380	593	964
381	595	963
382	597	961
383	598	960
384	600	958
385	601	956
386	603	955
387	604	953
388	605	951
389	607	949
390	608	947
391	609	946
392	611	944
393	612	942
394	614	940
395	615	938
396	617	937
397	618	935
398	619	933
399	621	932
400	622	930
401	624	928
402	625	926
403	627	925
404	628	923
405	629	921
406	631	919
407	633	918
408	634	916
409	635	915
410	637	913
411	638	911
412	640	909
413	641	908
414	642	906
415	644	904
416	645	902
417	647	901
418	648	899
419	649	897
420	651	895
421	652	893
422	654	892
423	655	890
424	656	888
425	658	886
426	659	885
427	661	883
428	662	881
429	664	880
430	665	878
431	667	877
432	668	875
433	669	873
434	671	872
435	672	870
436	674	868
437	675	867
438	677	865
439	679	864
440	680	862
441	682	861
442	683	859
443	685	858
444	686	856
445	688	854
446	689	853
447	691	851
448	692	850
449	694	848
450	695	846
451	697	845
452	698	843
453	700	842
454	701	840
455	703	838
456	704	837
457	705	835
458	707	833
459	708	831
460	710	830
461	711	828
462	712	826
463	713	824
464	715	823
465	716	821
466	718	819
467	719	817
468	720	816
469	722	814
470	723	812
471	725	811
472	726	809
473	727	807
474	729	806
475	730	804
476	732	802
477	733	800
478	734	799
479	736	797
480	737	795
481	738	794
482	740	792
483	741	790
484	743	789
485	744	787
486	746	786
487	747	784
488	749	782
489	750	781
490	752	779
491	753	777
492	754	776
493	756	774
494	757	773
495	759	771
496	760	769
497	762	768
498	763	766
499	764	764
500	766	763
501	767	761
502	769	759
503	770	758
504	772	756
505	773	755
506	775	753
507	776	752
508	778	750
509	779	748
510	781	747
511	782	745
512	784	744
513	785	742
514	786	740
515	788	739
516	789	737
517	790	735
518	792	734
519	793	732
520	795	731
521	796	729
522	798	728
523	799	726
524	801	724
525	802	723
526	804	721
527	805	720
528	807	718
529	808	717
530	809	715
531	812	714
532	813	712
533	814	711
534	815	709
535	817	707
536	819	706
537	820	704
538	821	702
539	823	701
540	824	699
541	826	698
542	827	696
543	829	695
544	830	693
545	832	691
546	833	690
547	834	688
548	836	686
549	837	685
550	838	683
551	840	681
552	841	680
553	843	679
554	844	677
555	846	675
556	847	674
557	849	672
558	850	671
559	852	669
560	853	667
561	855	666
562	856	664
563	857	663
564	859	661
565	860	659
566	861	658
567	863	656
568	864	655
569	866	653
570	867	651
571	869	650
572	871	649
573	872	647
574	874	646
575	875	644
576	876	642
577	878	641
578	879	639
579	881	638
580	882	636
581	883	634
582	885	633
583	886	631
584	888	630
585	889	628
586	891	626
587	892	625
588	893	623
589	895	622
590	896	620
591	898	619
592	899	617
593	901	616
594	902	614
595	904	612
596	905	611
597	906	609
598	908	608
599	909	606
600	911	605
601	912	603
602	913	601
603	915	600
604	916	598
605	918	597
606	919	595
607	920	593
608	922	592
609	924	590
610	925	589
611	926	587
612	928	586
613	929	584
614	931	583
615	932	581
616	934	579
617	935	578
618	937	576
619	939	575
620	940	574
621	941	572
622	943	570
623	945	569
624	946	568
625	948	566
626	949	564
627	950	563
628	952	561
629	954	560
630	955	558
631	957	557
632	958	555
633	960	554
634	961	552
635	963	551
636	964	549
637	966	548
638	968	547
639	969	545
640	971	543
641	972	542
642	973	540
643	975	539
644	976	537
645	978	536
646	979	534
647	981	533
648	982	531
649	984	529
650	985	528
651	987	526
652	988	525
653	990	523
654	991	522
655	993	520
656	994	519
657	995	517
658	997	516
659	999	514
660	1000	513
661	1002	511
662	1003	510
663	1005	508
664	1006	507
665	1008	505
666	1009	504
667	1011	502
668	1012	501
669	1014	499
670	1015	497
671	1016	496
672	1018	494
673	1019	493
674	1021	491
675	1022	490
676	1024	488
677	1025	487
678	1027	485
679	1028	484
680	1030	482
681	1031	481
682	1033	479
683	1034	478
684	1036	476
685	1038	475
686	1039	473
687	1041	472
688	1042	470
689	1044	469
690	1046	467
691	1047	466
692	1048	464
693	1050	463
694	1052	461
695	1053	460
696	1055	458
697	1056	457
698	1058	455
699	1059	454
700	1060	452
701	1062	450
702	1065	450
703	1066	448
704	1068	447
705	1069	445
706	1071	443
707	1073	442
708	1074	441
709	1076	439
710	1077	437
711	1078	436
712	1081	435
713	1082	433
714	1083	432
715	1085	430
716	1087	429
717	1088	427
718	1090	426
719	1091	424
720	1093	423
721	1096	422
722	1098	420
723	1099	419
724	1100	417
725	1102	416
726	1104	414
727	1106	413
728	1107	411
729	1109	410
730	1110	408
731	1112	407
732	1113	405
733	1114	403
734	1116	402
735	1118	401
736	1119	399
737	1120	397
738	1122	396
739	1123	394
740	1125	393
741	1126	391
742	1128	390
743	1129	388
744	1130	387
745	1132	385
746	1133	384
747	1135	382
748	1136	380
749	1138	379
750	1139	377
751	1141	376
752	1142	374
753	1143	373
754	1145	371
755	1146	370
756	1148	368
757	1149	367
758	1151	365
759	1152	364
760	1154	362
761	1155	361
762	1157	359
763	1158	357
764	1160	356
765	1162	355
766	1164	353
767	1165	352
768	1166	350
769	1168	348
770	1169	347
771	1171	345
772	1173	344
773	1174	342
774	1175	341
775	1177	339
776	1179	338
777	1180	336
778	1181	335
779	1183	333
780	1184	332
781	1186	330
782	1187	329
783	1189	327
784	1190	326
785	1192	324
786	1193	323
787	1194	321
788	1196	319
789	1197	318
790	1199	316
791	1200	315
792	1202	313
793	1204	312
794	1205	310
795	1206	309
796	1208	307
797	1209	306
798	1211	304
799	1212	303
800	1214	301
801	1216	300
802	1217	298
803	1219	297
804	1220	295
805	1222	294
806	1224	292
807	1225	291
808	1226	289
809	1228	288
810	1230	286
811	1231	285
812	1233	283
813	1234	282
814	1235	280
815	1237	279
816	1239	277
817	1240	275
818	1241	274
819	1243	272
820	1245	271
821	1246	269
822	1248	268
823	1249	266
824	1250	265
825	1252	263
826	1253	262
827	1255	260
828	1256	259
829	1258	257
830	1260	256
831	1262	254
832	1263	253
833	1265	251
834	1266	250
835	1268	248
836	1269	247
837	1271	245
838	1272	244
839	1274	242
840	1275	241
841	1277	239
842	1278	238
843	1279	236
844	1281	235
845	1282	233
846	1284	232
847	1285	230
848	1287	228
849	1288	227
850	1290	225
851	1292	224
852	1293	222
853	1295	221
854	1296	219
855	1298	218
856	1299	216
857	1301	215
858	1302	213
859	1304	212
860	1305	210
861	1307	209
862	1308	207
863	1310	206
864	1311	204
865	1312	203
866	1314	201
867	1315	200
868	1317	198
869	1318	197
870	1320	195
871	1322	194
872	1323	192
873	1324	190
874	1326	189
875	1327	187
876	1329	186
877	1330	184
878	1332	183
879	1333	181
880	1335	180
881	1336	178
882	1338	177
883	1339	175
884	1341	174
885	1342	172
886	1344	171
887	1345	169
888	1347	168
889	1348	166
890	1350	165
891	1351	163
892	1353	162
893	1354	160
894	1355	159
895	1357	157
896	1359	156
897	1360	154
898	1362	153
899	1363	151
900	1365	149
901	1366	148
902	1367	146
903	1369	145
904	1370	143
905	1372	142
906	1373	140
907	1375	139
908	1376	137
909	1378	136
910	1379	134
911	1381	133
912	1382	131
913	1383	130
914	1385	128
915	1386	127
916	1388	125
917	1389	124
918	1390	122
919	1392	121
920	1393	119
921	1395	118
922	1396	116
923	1397	114
924	1399	113
925	1400	111
926	1402	110
927	1404	108
928	1405	107
929	1407	105
930	1408	104
931	1410	102
932	1411	101
933	1413	99
934	1414	98
935	1416	96
936	1417	95
937	1419	93
938	1420	92
939	1422	90
940	1423	89
941	1425	87
942	1426	86
943	1428	84
944	1429	83
945	1431	81
946	1433	80
947	1434	78
948	1436	77
949	1437	75
950	1439	74
951	1441	72
952	1442	71
953	1444	69
954	1445	68
955	1447	66
956	1448	65
957	1449	63
958	1450	62
959	1452	60
960	1453	58
961	1455	57
962	1456	55
963	1458	54
964	1459	52
965	1460	51
966	1462	49
967	1463	48
968	1465	46
969	1466	45
970	1468	43
971	1470	42
972	1471	40
973	1472	39
974	1474	37
975	1475	36
976	1477	34
977	1478	33
978	1480	31
979	1481	30
980	1483	28
981	1485	27
982	1486	25
983	1488	24
984	1489	22
985	1490	21
986	1492	19
987	1494	18
988	1495	16
989	1497	15
990	1498	13
991	1500	12
992	1501	10
993	1503	9
994	1504	7
995	1505	6
996	1507	4
997	1508	3
998	1510	1
999	1511	0
